index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link
295,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,36,100m Breaststroke,Boys 13,01:40.00,02/02/2024 16:38:30,32,30,/LeagueTable/AthleticsDisciplineResults/44519?isModal=True
296,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,38,100m Breaststroke,Boys 14,01:35.00,02/02/2024 16:46:00,30,28,/LeagueTable/AthleticsDisciplineResults/44531?isModal=True
297,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,39,800m Freestyle,Girls 13,11:40.00,02/02/2024 16:53:30,8,7,/LeagueTable/AthleticsDisciplineResults/44541?isModal=True
298,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,40,800m Freestyle,Boys 14,10:45.00,02/02/2024 17:05:30,18,18,/LeagueTable/AthleticsDisciplineResults/44542?isModal=True
299,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,41,4X50m Medley Relay Mix,Mix 12,00:00.00,02/02/2024 17:29:30,103,72,/LeagueTable/AthleticsDisciplineResults/44549?isModal=True
300,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,42,4X50m Medley Relay Mix,Mix 13-14,00:00.00,02/02/2024 17:39:30,109,80,/LeagueTable/AthleticsDisciplineResults/44551?isModal=True
301,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,43,400m Individual Medley,Girls 12,06:40.00,10/02/2024 09:30:00,3,3,/LeagueTable/AthleticsDisciplineResults/44492?isModal=True
302,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,44,400m Individual Medley,Boys 12,06:30.00,10/02/2024 09:37:00,7,7,/LeagueTable/AthleticsDisciplineResults/44516?isModal=True
303,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,45,400m Individual Medley,Girls 13,06:20.00,10/02/2024 09:44:00,7,7,/LeagueTable/AthleticsDisciplineResults/44504?isModal=True
304,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,46,400m Individual Medley,Boys 13,06:10.00,10/02/2024 09:51:00,8,8,/LeagueTable/AthleticsDisciplineResults/44528?isModal=True
305,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,48,400m Individual Medley,Boys 14,05:50.00,10/02/2024 09:58:00,16,14,/LeagueTable/AthleticsDisciplineResults/44540?isModal=True
306,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,49,200m Breaststroke,Girls 12,03:40.00,10/02/2024 10:12:00,10,10,/LeagueTable/AthleticsDisciplineResults/44488?isModal=True
307,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,50,200m Breaststroke,Boys 12,03:35.00,10/02/2024 10:17:00,17,14,/LeagueTable/AthleticsDisciplineResults/44512?isModal=True
308,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,51,200m Breaststroke,Girls 13,03:30.00,10/02/2024 10:26:00,18,15,/LeagueTable/AthleticsDisciplineResults/44500?isModal=True
309,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,52,200m Breaststroke,Boys 13,03:25.00,10/02/2024 10:35:00,18,15,/LeagueTable/AthleticsDisciplineResults/44524?isModal=True
310,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,54,200m Breaststroke,Boys 14,03:15.00,10/02/2024 10:44:00,24,21,/LeagueTable/AthleticsDisciplineResults/44536?isModal=True
311,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,55,100m Backstroke,Girls 12,01:40.00,10/02/2024 10:57:30,22,21,/LeagueTable/AthleticsDisciplineResults/44481?isModal=True
312,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,56,100m Backstroke,Boys 12,01:35.00,10/02/2024 11:05:00,40,39,/LeagueTable/AthleticsDisciplineResults/44505?isModal=True
313,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,57,100m Backstroke,Girls 13,01:35.00,10/02/2024 11:15:00,30,27,/LeagueTable/AthleticsDisciplineResults/44493?isModal=True
314,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,58,100m Backstroke,Boys 13,01:30.00,10/02/2024 11:22:30,37,37,/LeagueTable/AthleticsDisciplineResults/44517?isModal=True
315,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,60,100m Backstroke,Boys 14,01:25.00,10/02/2024 11:32:30,41,35,/LeagueTable/AthleticsDisciplineResults/44529?isModal=True
316,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,61,4X50m Freestyle Relay,Girls 12-13,00:00.00,10/02/2024 11:45:00,94,76,/LeagueTable/AthleticsDisciplineResults/44552?isModal=True
317,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,62,4X50m Freestyle Relay,Boys 12,00:00.00,10/02/2024 11:55:00,76,68,/LeagueTable/AthleticsDisciplineResults/44554?isModal=True
318,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,64,4X50m Freestyle Relay,,00:00.00,10/02/2024 12:05:00,140,112,/LeagueTable/AthleticsDisciplineResults/44556?isModal=True
319,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,65,100m Butterfly,Girls 12,01:45.00,10/02/2024 14:15:00,15,13,/LeagueTable/AthleticsDisciplineResults/44485?isModal=True
320,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,66,100m Butterfly,Boys 12,01:40.00,10/02/2024 14:20:00,14,14,/LeagueTable/AthleticsDisciplineResults/44509?isModal=True
321,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,67,100m Butterfly,Girls 13,01:40.00,10/02/2024 14:25:30,19,19,/LeagueTable/AthleticsDisciplineResults/44497?isModal=True
322,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,68,100m Butterfly,Boys 13,01:35.00,10/02/2024 14:30:30,22,22,/LeagueTable/AthleticsDisciplineResults/44521?isModal=True
323,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,70,100m Butterfly,Boys 14,01:30.00,10/02/2024 14:38:00,25,24,/LeagueTable/AthleticsDisciplineResults/44533?isModal=True
324,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,71,200m Freestyle,Girls 12,03:00.00,10/02/2024 14:45:30,13,10,/LeagueTable/AthleticsDisciplineResults/44487?isModal=True
325,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,72,200m Freestyle,Boys 12,02:55.00,10/02/2024 14:53:30,22,21,/LeagueTable/AthleticsDisciplineResults/44511?isModal=True
326,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,73,200m Freestyle,Girls 13,02:50.00,10/02/2024 15:05:30,27,22,/LeagueTable/AthleticsDisciplineResults/44499?isModal=True
327,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,74,200m Freestyle,Boys 13,02:45.00,10/02/2024 15:17:30,18,16,/LeagueTable/AthleticsDisciplineResults/44523?isModal=True
328,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,76,200m Freestyle,Boys 14,02:35.00,10/02/2024 15:24:30,19,16,/LeagueTable/AthleticsDisciplineResults/44535?isModal=True
329,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,77,200m Backstroke,Girls 12,03:20.00,10/02/2024 15:31:30,10,9,/LeagueTable/AthleticsDisciplineResults/44486?isModal=True
330,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,78,200m Backstroke,Boys 12,03:15.00,10/02/2024 15:35:30,20,18,/LeagueTable/AthleticsDisciplineResults/44510?isModal=True
331,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,79,200m Backstroke,Girls 13,03:10.00,10/02/2024 15:43:30,20,20,/LeagueTable/AthleticsDisciplineResults/44498?isModal=True
332,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,80,200m Backstroke,Boys 13,03:10.00,10/02/2024 15:51:30,26,25,/LeagueTable/AthleticsDisciplineResults/44522?isModal=True
333,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,82,200m Backstroke,Boys 14,03:00.00,10/02/2024 16:03:30,27,26,/LeagueTable/AthleticsDisciplineResults/44534?isModal=True
334,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,83,100m Individual Medley,Girls 12,01:40.00,10/02/2024 16:15:30,32,30,/LeagueTable/AthleticsDisciplineResults/44484?isModal=True
335,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,84,100m Individual Medley,Boys 12,01:35.00,10/02/2024 16:25:30,25,24,/LeagueTable/AthleticsDisciplineResults/44508?isModal=True
336,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,85,100m Individual Medley,Girls 13,01:40.00,10/02/2024 16:33:00,18,18,/LeagueTable/AthleticsDisciplineResults/44496?isModal=True
337,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,86,100m Individual Medley,Boys 13,01:30.00,10/02/2024 16:38:00,48,46,/LeagueTable/AthleticsDisciplineResults/44520?isModal=True
338,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,88,100m Individual Medley,Boys 14,01:25.00,10/02/2024 16:50:30,36,31,/LeagueTable/AthleticsDisciplineResults/44532?isModal=True
339,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,89,4X50m Medley Relay,Girls 12-13,00:00.00,10/02/2024 17:00:30,92,76,/LeagueTable/AthleticsDisciplineResults/44553?isModal=True
340,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,90,4X50m Medley Relay,Boys 12,00:00.00,10/02/2024 17:10:30,77,68,/LeagueTable/AthleticsDisciplineResults/44555?isModal=True
341,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,92,4X50m Medley Relay,,00:00.00,10/02/2024 17:20:30,132,108,/LeagueTable/AthleticsDisciplineResults/44557?isModal=True
342,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,1,200m Individual Medley,Girls 12,03:20.00,03/02/2024 09:30:00,13,13,/LeagueTable/AthleticsDisciplineResults/44412?isModal=True
343,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,2,200m Individual Medley,Boys 12,03:15.00,03/02/2024 09:38:00,29,29,/LeagueTable/AthleticsDisciplineResults/44436?isModal=True
344,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,3,200m Individual Medley,Girls 13,30:15.00,03/02/2024 09:50:00,30,30,/LeagueTable/AthleticsDisciplineResults/44424?isModal=True
345,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,4,200m Individual Medley,Boys 13,03:05.00,03/02/2024 10:02:00,27,27,/LeagueTable/AthleticsDisciplineResults/44448?isModal=True
346,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,6,200m Individual Medley,Boys 14,02:55.00,03/02/2024 10:12:30,27,27,/LeagueTable/AthleticsDisciplineResults/44460?isModal=True
347,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,7,50m Freestyle,Girls 12,00:37.50,03/02/2024 10:23:00,29,29,/LeagueTable/AthleticsDisciplineResults/44466?isModal=True
348,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,8,50m Freestyle,Boys 12,00:53.50,03/02/2024 10:29:00,45,44,/LeagueTable/AthleticsDisciplineResults/44468?isModal=True
349,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,9,50m Freestyle,Girls 13,00:35.50,03/02/2024 10:39:00,33,33,/LeagueTable/AthleticsDisciplineResults/44467?isModal=True
350,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,10,50m Freestyle,Boys 13,00:34.00,03/02/2024 10:45:00,47,44,/LeagueTable/AthleticsDisciplineResults/44469?isModal=True
351,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,12,50m Freestyle,Boys 14,00:33.00,03/02/2024 10:52:30,46,44,/LeagueTable/AthleticsDisciplineResults/44470?isModal=True
352,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,13,400m Freestyle,Girls 12,06:00.00,03/02/2024 11:00:00,15,15,/LeagueTable/AthleticsDisciplineResults/44414?isModal=True
353,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,14,400m Freestyle,Boys 12,05:50.00,03/02/2024 11:14:00,18,18,/LeagueTable/AthleticsDisciplineResults/44438?isModal=True
354,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,15,400m Freestyle,Girls 13,05:45.00,03/02/2024 11:27:00,12,12,/LeagueTable/AthleticsDisciplineResults/44426?isModal=True
355,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,16,400m Freestyle,Boys 13,05:35.00,03/02/2024 11:40:00,17,17,/LeagueTable/AthleticsDisciplineResults/44450?isModal=True
356,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,18,400m Freestyle,Boys 14,05:15.00,03/02/2024 11:53:00,19,19,/LeagueTable/AthleticsDisciplineResults/44462?isModal=True
357,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,19,4X100m Freestyle Relay Mix,Mix 12,00:00.00,03/02/2024 12:05:00,74,60,/LeagueTable/AthleticsDisciplineResults/44471?isModal=True
358,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,20,4X100m Freestyle Relay Mix,Mix 13-14,00:00.00,03/02/2024 12:19:00,117,92,/LeagueTable/AthleticsDisciplineResults/44473?isModal=True
359,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,21,100m Freestyle,Girls 12,01:25.00,03/02/2024 12:37:00,30,29,/LeagueTable/AthleticsDisciplineResults/44405?isModal=True
360,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,22,100m Freestyle,Boys 12,01:20.00,03/02/2024 14:52:30,45,43,/LeagueTable/AthleticsDisciplineResults/44429?isModal=True
361,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,23,100m Freestyle,Girls 13,01:22.00,03/02/2024 15:05:00,40,37,/LeagueTable/AthleticsDisciplineResults/44417?isModal=True
362,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,24,100m Freestyle,Boys 13,01:17.00,03/02/2024 15:15:00,45,43,/LeagueTable/AthleticsDisciplineResults/44441?isModal=True
363,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,26,100m Freestyle,Boys 14,01:14.00,03/02/2024 15:27:30,50,47,/LeagueTable/AthleticsDisciplineResults/44453?isModal=True
364,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,27,200m Butterfly,Girls 12,03:40.00,03/02/2024 15:40:00,8,8,/LeagueTable/AthleticsDisciplineResults/44413?isModal=True
365,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,28,200m Butterfly,Boys 12,03:45.00,03/02/2024 15:45:00,20,20,/LeagueTable/AthleticsDisciplineResults/44437?isModal=True
366,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,29,200m Butterfly,Girls 13,03:20.00,03/02/2024 15:54:00,8,8,/LeagueTable/AthleticsDisciplineResults/44425?isModal=True
367,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,30,200m Butterfly,Boys 13,03:30.00,03/02/2024 15:58:30,14,14,/LeagueTable/AthleticsDisciplineResults/44449?isModal=True
368,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,32,200m Butterfly,Boys 14,03:10.00,03/02/2024 16:07:30,14,14,/LeagueTable/AthleticsDisciplineResults/44461?isModal=True
369,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,33,100m Breaststroke,Girls 12,01:50.00,03/02/2024 16:16:30,30,29,/LeagueTable/AthleticsDisciplineResults/44406?isModal=True
370,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,34,100m Breaststroke,Boys 12,01:45.00,03/02/2024 16:24:00,36,36,/LeagueTable/AthleticsDisciplineResults/44430?isModal=True
371,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,35,100m Breaststroke,Girls 13,01:45.00,03/02/2024 16:34:00,24,24,/LeagueTable/AthleticsDisciplineResults/44418?isModal=True
372,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,36,100m Breaststroke,Boys 13,01:40.00,03/02/2024 16:41:30,36,34,/LeagueTable/AthleticsDisciplineResults/44442?isModal=True
373,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,38,100m Breaststroke,Boys 14,01:35.00,03/02/2024 16:51:30,32,32,/LeagueTable/AthleticsDisciplineResults/44454?isModal=True
374,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,39,800m Freestyle,Girls 13,11:40.00,03/02/2024 17:01:30,10,10,/LeagueTable/AthleticsDisciplineResults/44464?isModal=True
375,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,40,800m Freestyle,Boys 14,10:45.00,03/02/2024 17:13:30,10,10,/LeagueTable/AthleticsDisciplineResults/44465?isModal=True
376,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,41,4X50m Medley Relay Mix,Mix 12,00:00.00,03/02/2024 17:25:30,91,72,/LeagueTable/AthleticsDisciplineResults/44472?isModal=True
377,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,42,4X50m Medley Relay Mix,Mix 13-14,00:00.00,03/02/2024 17:35:30,123,92,/LeagueTable/AthleticsDisciplineResults/44474?isModal=True
378,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,43,400m Individual Medley,Girls 12,06:40.00,09/02/2024 09:45:00,9,7,/LeagueTable/AthleticsDisciplineResults/44415?isModal=True
379,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,44,400m Individual Medley,Boys 12,06:30.00,09/02/2024 09:53:00,14,14,/LeagueTable/AthleticsDisciplineResults/44439?isModal=True
380,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,45,400m Individual Medley,Girls 13,06:20.00,09/02/2024 10:08:00,10,10,/LeagueTable/AthleticsDisciplineResults/44427?isModal=True
381,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,46,400m Individual Medley,Boys 13,06:10.00,09/02/2024 10:16:00,11,11,/LeagueTable/AthleticsDisciplineResults/44451?isModal=True
382,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,48,400m Individual Medley,Boys 14,05:50.00,09/02/2024 10:32:00,9,9,/LeagueTable/AthleticsDisciplineResults/44463?isModal=True
383,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,49,200m Breaststroke,Girls 12,03:40.00,09/02/2024 10:38:30,15,13,/LeagueTable/AthleticsDisciplineResults/44411?isModal=True
384,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,50,200m Breaststroke,Boys 12,03:35.00,09/02/2024 10:48:30,15,15,/LeagueTable/AthleticsDisciplineResults/44435?isModal=True
385,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,51,200m Breaststroke,Girls 13,03:30.00,09/02/2024 10:57:30,13,13,/LeagueTable/AthleticsDisciplineResults/44423?isModal=True
386,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,52,200m Breaststroke,Boys 13,03:25.00,09/02/2024 11:06:30,19,19,/LeagueTable/AthleticsDisciplineResults/44447?isModal=True
387,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,54,200m Breaststroke,Boys 14,03:15.00,09/02/2024 11:15:30,22,22,/LeagueTable/AthleticsDisciplineResults/44459?isModal=True
388,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,55,100m Backstroke,Girls 12,01:40.00,09/02/2024 11:28:00,38,35,/LeagueTable/AthleticsDisciplineResults/44404?isModal=True
389,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,56,100m Backstroke,Boys 12,01:35.00,09/02/2024 11:38:00,49,47,/LeagueTable/AthleticsDisciplineResults/44428?isModal=True
390,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,57,100m Backstroke,Girls 13,01:35.00,09/02/2024 11:50:30,32,32,/LeagueTable/AthleticsDisciplineResults/44416?isModal=True
391,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,58,100m Backstroke,Boys 13,01:30.00,09/02/2024 12:00:30,43,41,/LeagueTable/AthleticsDisciplineResults/44440?isModal=True
392,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,60,100m Backstroke,Boys 14,01:25.00,09/02/2024 12:13:00,43,41,/LeagueTable/AthleticsDisciplineResults/44452?isModal=True
393,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,61,4X50m Freestyle Relay,Girls 12-13,00:00.00,09/02/2024 12:25:30,112,92,/LeagueTable/AthleticsDisciplineResults/44475?isModal=True
394,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,62,4X50m Freestyle Relay,Boys 12,00:00.00,09/02/2024 12:40:30,65,52,/LeagueTable/AthleticsDisciplineResults/44477?isModal=True
395,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,64,4X50m Freestyle Relay,,00:00.00,09/02/2024 12:50:30,135,112,/LeagueTable/AthleticsDisciplineResults/44479?isModal=True
396,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10030,65,100m Butterfly,Girls 12,01:45.00,09/02/2024 13:05:30,14,13,/LeagueTable/AthleticsDisciplineResults/44408?isModal=True
