,level_0,level_0_production,index,competition_name,competition_link,competition_tabindex,discipline_link,Event number,Event,Category,Minimum,Start Time,Total Entries,Total Participants,results_link,competition_link_check,results_link_check,TotalParticipantsInt,Date,Year,Time,Status,Place,Full name,Year Of Birth,Club,Heat,Lane,Results,Points,table_first_row
122,0,209,209,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,7,50m Butterfly,Girls 10-11,00:00.00,12/01/2024 10:33:00,10,10,/LeagueTable/AthleticsDisciplineResults/44062?isModal=True,1,1,10,2024-01-12 00:00:00,2024,10:33:00,Passed,1,Liam Turjeman,2013,Maccabbi Weisgal,2,4,00:38.60,251,Direct Finals
123,2,209,209,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,7,50m Butterfly,Girls 10-11,00:00.00,12/01/2024 10:33:00,10,10,/LeagueTable/AthleticsDisciplineResults/44062?isModal=True,1,1,10,2024-01-12 00:00:00,2024,10:33:00,Passed,3,NEOMI SHARABI,2013,Maccabbi Weisgal,2,5,00:41.74,199,Direct Finals
124,8,209,209,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,7,50m Butterfly,Girls 10-11,00:00.00,12/01/2024 10:33:00,10,10,/LeagueTable/AthleticsDisciplineResults/44062?isModal=True,1,1,10,2024-01-12 00:00:00,2024,10:33:00,Passed,9,BENMAMAN ODEL,2013,Maccabbi Weisgal,2,2,NS,0,Direct Finals
125,9,209,209,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,7,50m Butterfly,Girls 10-11,00:00.00,12/01/2024 10:33:00,10,10,/LeagueTable/AthleticsDisciplineResults/44062?isModal=True,1,1,10,2024-01-12 00:00:00,2024,10:33:00,Passed,9,ALMA AWAD,2013,Maccabbi Weisgal,2,6,NS,0,Direct Finals
126,1,210,210,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,8,50m Butterfly,Boys 10-11,00:00.00,12/01/2024 10:37:00,11,11,/LeagueTable/AthleticsDisciplineResults/44063?isModal=True,1,1,11,2024-01-12 00:00:00,2024,10:37:00,Passed,2,Dar Jehab,2013,Maccabbi Weisgal,2,5,00:42.54,133,Direct Finals
127,2,210,210,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,8,50m Butterfly,Boys 10-11,00:00.00,12/01/2024 10:37:00,11,11,/LeagueTable/AthleticsDisciplineResults/44063?isModal=True,1,1,11,2024-01-12 00:00:00,2024,10:37:00,Passed,3,Ido Maruani,2013,Maccabbi Weisgal,2,6,00:45.39,110,Direct Finals
128,3,210,210,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,8,50m Butterfly,Boys 10-11,00:00.00,12/01/2024 10:37:00,11,11,/LeagueTable/AthleticsDisciplineResults/44063?isModal=True,1,1,11,2024-01-12 00:00:00,2024,10:37:00,Passed,4,YONATAN EDEN,2013,Maccabbi Weisgal,2,3,00:46.52,102,Direct Finals
129,2,211,211,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,9,200m Breaststroke,Girls 10-13,00:00.00,12/01/2024 10:41:00,12,12,/LeagueTable/AthleticsDisciplineResults/44064?isModal=True,1,1,12,2024-01-12 00:00:00,2024,10:41:00,Passed,3,OMER SHANI,2012,Maccabbi Weisgal,2,5,03:23.22,290,Direct Finals
130,4,211,211,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,9,200m Breaststroke,Girls 10-13,00:00.00,12/01/2024 10:41:00,12,12,/LeagueTable/AthleticsDisciplineResults/44064?isModal=True,1,1,12,2024-01-12 00:00:00,2024,10:41:00,Passed,5,Karin Margolis,2012,Maccabbi Weisgal,2,3,03:35.34,244,Direct Finals
131,6,211,211,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,9,200m Breaststroke,Girls 10-13,00:00.00,12/01/2024 10:41:00,12,12,/LeagueTable/AthleticsDisciplineResults/44064?isModal=True,1,1,12,2024-01-12 00:00:00,2024,10:41:00,Passed,7,YUVAL ORI,2011,Maccabbi Weisgal,2,6,03:38.19,234,Direct Finals
132,7,211,211,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,9,200m Breaststroke,Girls 10-13,00:00.00,12/01/2024 10:41:00,12,12,/LeagueTable/AthleticsDisciplineResults/44064?isModal=True,1,1,12,2024-01-12 00:00:00,2024,10:41:00,Passed,8,HADAR BACHAR,2012,Maccabbi Weisgal,2,7,03:46.98,208,Direct Finals
133,10,211,211,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,9,200m Breaststroke,Girls 10-13,00:00.00,12/01/2024 10:41:00,12,12,/LeagueTable/AthleticsDisciplineResults/44064?isModal=True,1,1,12,2024-01-12 00:00:00,2024,10:41:00,Passed,11,Avia Mizrahi,2012,Maccabbi Weisgal,2,2,DQ,0,Direct Finals
134,0,212,212,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,10,200m Breaststroke,Boys 10-14,00:00.00,12/01/2024 10:50:00,25,25,/LeagueTable/AthleticsDisciplineResults/44065?isModal=True,1,1,25,2024-01-12 00:00:00,2024,10:50:00,Passed,1,GILAD HOLAND,2010,Maccabbi Weisgal,4,3,02:50.09,352,Direct Finals
135,8,212,212,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,10,200m Breaststroke,Boys 10-14,00:00.00,12/01/2024 10:50:00,25,25,/LeagueTable/AthleticsDisciplineResults/44065?isModal=True,1,1,25,2024-01-12 00:00:00,2024,10:50:00,Passed,9,ronen pesin,2012,Maccabbi Weisgal,2,3,03:22.41,209,Direct Finals
136,9,212,212,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,10,200m Breaststroke,Boys 10-14,00:00.00,12/01/2024 10:50:00,25,25,/LeagueTable/AthleticsDisciplineResults/44065?isModal=True,1,1,25,2024-01-12 00:00:00,2024,10:50:00,Passed,10,RON EZRA,2011,Maccabbi Weisgal,3,7,03:24.18,203,Direct Finals
137,10,212,212,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,10,200m Breaststroke,Boys 10-14,00:00.00,12/01/2024 10:50:00,25,25,/LeagueTable/AthleticsDisciplineResults/44065?isModal=True,1,1,25,2024-01-12 00:00:00,2024,10:50:00,Passed,11,Yahel Berihun,2010,Maccabbi Weisgal,3,6,03:25.50,199,Direct Finals
138,15,212,212,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,10,200m Breaststroke,Boys 10-14,00:00.00,12/01/2024 10:50:00,25,25,/LeagueTable/AthleticsDisciplineResults/44065?isModal=True,1,1,25,2024-01-12 00:00:00,2024,10:50:00,Passed,16,NITAY BEN YOSEF,2012,Maccabbi Weisgal,2,6,03:37.28,169,Direct Finals
139,19,212,212,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,10,200m Breaststroke,Boys 10-14,00:00.00,12/01/2024 10:50:00,25,25,/LeagueTable/AthleticsDisciplineResults/44065?isModal=True,1,1,25,2024-01-12 00:00:00,2024,10:50:00,Passed,20,EVAN MICHELSON,2012,Maccabbi Weisgal,2,1,04:01.72,122,Direct Finals
140,23,212,212,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,10,200m Breaststroke,Boys 10-14,00:00.00,12/01/2024 10:50:00,25,25,/LeagueTable/AthleticsDisciplineResults/44065?isModal=True,1,1,25,2024-01-12 00:00:00,2024,10:50:00,Passed,24,MAAYAN MAROUANI,2011,Maccabbi Weisgal,2,4,NS,0,Direct Finals
141,24,212,212,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,10,200m Breaststroke,Boys 10-14,00:00.00,12/01/2024 10:50:00,25,25,/LeagueTable/AthleticsDisciplineResults/44065?isModal=True,1,1,25,2024-01-12 00:00:00,2024,10:50:00,Passed,24,YEHONATAN YEHOSHUA,2011,Maccabbi Weisgal,3,2,NS,0,Direct Finals
142,5,214,214,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,12,200m Butterfly,,00:00.00,12/01/2024 11:12:00,16,16,/LeagueTable/AthleticsDisciplineResults/44067?isModal=True,1,1,16,2024-01-12 00:00:00,2024,11:12:00,Passed,6,YOTAM RAIZNER,2011,Maccabbi Weisgal,1,4,02:56.23,231,Direct Finals
143,8,214,214,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,12,200m Butterfly,,00:00.00,12/01/2024 11:12:00,16,16,/LeagueTable/AthleticsDisciplineResults/44067?isModal=True,1,1,16,2024-01-12 00:00:00,2024,11:12:00,Passed,9,ITAY PEKLRE,2010,Maccabbi Weisgal,3,2,02:58.81,221,Direct Finals
144,14,214,214,ליגה צעירים וייסגל - בת ים,comp.asp?compID=1493,37,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9635,12,200m Butterfly,,00:00.00,12/01/2024 11:12:00,16,16,/LeagueTable/AthleticsDisciplineResults/44067?isModal=True,1,1,16,2024-01-12 00:00:00,2024,11:12:00,Passed,15,MAOR GOTLIB,2011,Maccabbi Weisgal,2,2,03:22.66,152,Direct Finals
145,19,217,217,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,1,200m Individual Medley,Women 14-99,00:00.00,20/01/2024 09:30:00,67,63,/LeagueTable/AthleticsDisciplineResults/44126?isModal=True,1,1,63,2024-01-20 00:00:00,2024,09:30:00,Passed,20,Noa Karni,2009,Maccabbi Weisgal,6,8,02:41.88,472,Direct Finals
146,21,217,217,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,1,200m Individual Medley,Women 14-99,00:00.00,20/01/2024 09:30:00,67,63,/LeagueTable/AthleticsDisciplineResults/44126?isModal=True,1,1,63,2024-01-20 00:00:00,2024,09:30:00,Passed,22,Ariel Shahar,2009,Maccabbi Weisgal,1,3,02:42.53,467,Direct Finals
147,44,217,217,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,1,200m Individual Medley,Women 14-99,00:00.00,20/01/2024 09:30:00,67,63,/LeagueTable/AthleticsDisciplineResults/44126?isModal=True,1,1,63,2024-01-20 00:00:00,2024,09:30:00,Passed,45,GilVered Cipele,2009,Maccabbi Weisgal,3,3,02:52.57,390,Direct Finals
148,47,217,217,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,1,200m Individual Medley,Women 14-99,00:00.00,20/01/2024 09:30:00,67,63,/LeagueTable/AthleticsDisciplineResults/44126?isModal=True,1,1,63,2024-01-20 00:00:00,2024,09:30:00,Passed,48,Gaia Benis,2010,Maccabbi Weisgal,1,7,02:54.48,377,Direct Finals
149,49,217,217,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,1,200m Individual Medley,Women 14-99,00:00.00,20/01/2024 09:30:00,67,63,/LeagueTable/AthleticsDisciplineResults/44126?isModal=True,1,1,63,2024-01-20 00:00:00,2024,09:30:00,Passed,50,MAYA CHN-LEVI,2008,Maccabbi Weisgal,1,4,02:55.01,374,Direct Finals
150,30,218,218,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,2,200m Individual Medley,Men 15-99,00:00.00,20/01/2024 09:58:00,100,90,/LeagueTable/AthleticsDisciplineResults/44121?isModal=True,1,1,90,2024-01-20 00:00:00,2024,09:58:00,Passed,31,Ariel Alon,2009,Maccabbi Weisgal,1,9,02:26.97,466,Direct Finals
151,39,218,218,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,2,200m Individual Medley,Men 15-99,00:00.00,20/01/2024 09:58:00,100,90,/LeagueTable/AthleticsDisciplineResults/44121?isModal=True,1,1,90,2024-01-20 00:00:00,2024,09:58:00,Passed,40,Jonatan Veprinsky,2007,Maccabbi Weisgal,8,1,02:29.23,445,Direct Finals
152,51,218,218,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,2,200m Individual Medley,Men 15-99,00:00.00,20/01/2024 09:58:00,100,90,/LeagueTable/AthleticsDisciplineResults/44121?isModal=True,1,1,90,2024-01-20 00:00:00,2024,09:58:00,Passed,52,Noam Steinberg,2009,Maccabbi Weisgal,6,4,02:31.11,429,Direct Finals
153,22,219,219,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,3,100m Backstroke,Women 14-99,00:00.00,20/01/2024 10:38:00,91,86,/LeagueTable/AthleticsDisciplineResults/44122?isModal=True,1,1,86,2024-01-20 00:00:00,2024,10:38:00,Passed,23,GilVered Cipele,2009,Maccabbi Weisgal,8,1,01:15.78,435,Direct Finals
154,60,219,219,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,3,100m Backstroke,Women 14-99,00:00.00,20/01/2024 10:38:00,91,86,/LeagueTable/AthleticsDisciplineResults/44122?isModal=True,1,1,86,2024-01-20 00:00:00,2024,10:38:00,Passed,61,SHIRLI DUBOVICH,2010,Maccabbi Weisgal,4,8,01:24.48,314,Direct Finals
155,13,220,220,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,4,100m Backstroke,Men 15-99,00:00.00,20/01/2024 10:56:00,89,84,/LeagueTable/AthleticsDisciplineResults/44117?isModal=True,1,1,84,2024-01-20 00:00:00,2024,10:56:00,Passed,14,Eran Grubman,2007,Maccabbi Weisgal,8,4,01:03.92,533,Direct Finals
156,19,220,220,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,4,100m Backstroke,Men 15-99,00:00.00,20/01/2024 10:56:00,89,84,/LeagueTable/AthleticsDisciplineResults/44117?isModal=True,1,1,84,2024-01-20 00:00:00,2024,10:56:00,Passed,20,Ron Morgulis,2006,Maccabbi Weisgal,9,9,01:05.68,491,Direct Finals
157,22,220,220,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,4,100m Backstroke,Men 15-99,00:00.00,20/01/2024 10:56:00,89,84,/LeagueTable/AthleticsDisciplineResults/44117?isModal=True,1,1,84,2024-01-20 00:00:00,2024,10:56:00,Passed,23,Itay Shpayzer,2008,Maccabbi Weisgal,6,8,01:06.50,474,Direct Finals
158,29,220,220,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,4,100m Backstroke,Men 15-99,00:00.00,20/01/2024 10:56:00,89,84,/LeagueTable/AthleticsDisciplineResults/44117?isModal=True,1,1,84,2024-01-20 00:00:00,2024,10:56:00,Passed,30,Matan Epshtein,2009,Maccabbi Weisgal,5,4,01:07.92,444,Direct Finals
159,3,221,221,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,5,200m Breaststroke,Women 14-99,00:00.00,20/01/2024 11:14:00,41,40,/LeagueTable/AthleticsDisciplineResults/44125?isModal=True,1,1,40,2024-01-20 00:00:00,2024,11:14:00,Passed,4,Ariel Shahar,2009,Maccabbi Weisgal,5,8,02:51.20,534,Direct Finals
160,22,221,221,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,5,200m Breaststroke,Women 14-99,00:00.00,20/01/2024 11:14:00,41,40,/LeagueTable/AthleticsDisciplineResults/44125?isModal=True,1,1,40,2024-01-20 00:00:00,2024,11:14:00,Passed,23,Ariel Mizrahi,2010,Maccabbi Weisgal,3,7,03:14.05,367,Direct Finals
161,12,222,222,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,6,200m Breaststroke,Men 15-99,00:00.00,20/01/2024 11:34:00,56,50,/LeagueTable/AthleticsDisciplineResults/44120?isModal=True,1,1,50,2024-01-20 00:00:00,2024,11:34:00,Passed,13,Jonatan Veprinsky,2007,Maccabbi Weisgal,5,5,02:39.46,494,Direct Finals
162,18,222,222,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,6,200m Breaststroke,Men 15-99,00:00.00,20/01/2024 11:34:00,56,50,/LeagueTable/AthleticsDisciplineResults/44120?isModal=True,1,1,50,2024-01-20 00:00:00,2024,11:34:00,Passed,19,Noam Steinberg,2009,Maccabbi Weisgal,5,1,02:44.55,450,Direct Finals
163,36,222,222,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,6,200m Breaststroke,Men 15-99,00:00.00,20/01/2024 11:34:00,56,50,/LeagueTable/AthleticsDisciplineResults/44120?isModal=True,1,1,50,2024-01-20 00:00:00,2024,11:34:00,Passed,37,Noam Shany,2009,Maccabbi Weisgal,1,2,03:02.55,329,Direct Finals
164,9,223,223,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,7,100m Freestyle,Women 14-99,00:00.00,20/01/2024 11:58:00,151,144,/LeagueTable/AthleticsDisciplineResults/44124?isModal=True,1,1,144,2024-01-20 00:00:00,2024,11:58:00,Passed,10,Ellah Manna,2009,Maccabbi Weisgal,14,1,01:03.74,533,Direct Finals
165,25,223,223,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,7,100m Freestyle,Women 14-99,00:00.00,20/01/2024 11:58:00,151,144,/LeagueTable/AthleticsDisciplineResults/44124?isModal=True,1,1,144,2024-01-20 00:00:00,2024,11:58:00,Passed,26,Noa Karni,2009,Maccabbi Weisgal,13,6,01:06.12,478,Direct Finals
166,39,223,223,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,7,100m Freestyle,Women 14-99,00:00.00,20/01/2024 11:58:00,151,144,/LeagueTable/AthleticsDisciplineResults/44124?isModal=True,1,1,144,2024-01-20 00:00:00,2024,11:58:00,Passed,40,MAYA CHN-LEVI,2008,Maccabbi Weisgal,2,5,01:08.06,438,Direct Finals
167,42,223,223,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,7,100m Freestyle,Women 14-99,00:00.00,20/01/2024 11:58:00,151,144,/LeagueTable/AthleticsDisciplineResults/44124?isModal=True,1,1,144,2024-01-20 00:00:00,2024,11:58:00,Passed,43,Ariel Shahar,2009,Maccabbi Weisgal,8,2,01:08.39,432,Direct Finals
168,65,223,223,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,7,100m Freestyle,Women 14-99,00:00.00,20/01/2024 11:58:00,151,144,/LeagueTable/AthleticsDisciplineResults/44124?isModal=True,1,1,144,2024-01-20 00:00:00,2024,11:58:00,Passed,66,Gaia Benis,2010,Maccabbi Weisgal,8,1,01:11.45,379,Direct Finals
169,87,223,223,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,7,100m Freestyle,Women 14-99,00:00.00,20/01/2024 11:58:00,151,144,/LeagueTable/AthleticsDisciplineResults/44124?isModal=True,1,1,144,2024-01-20 00:00:00,2024,11:58:00,Passed,88,SHIRLI DUBOVICH,2010,Maccabbi Weisgal,5,3,01:13.56,347,Direct Finals
170,89,223,223,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,7,100m Freestyle,Women 14-99,00:00.00,20/01/2024 11:58:00,151,144,/LeagueTable/AthleticsDisciplineResults/44124?isModal=True,1,1,144,2024-01-20 00:00:00,2024,11:58:00,Passed,90,Ariel Mizrahi,2010,Maccabbi Weisgal,1,2,01:13.75,344,Direct Finals
171,18,224,224,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,8,100m Freestyle,Men 15-99,00:00.00,20/01/2024 12:28:00,181,169,/LeagueTable/AthleticsDisciplineResults/44119?isModal=True,1,1,169,2024-01-20 00:00:00,2024,12:28:00,Passed,19,Itay Shpayzer,2008,Maccabbi Weisgal,16,5,00:55.46,605,Direct Finals
172,30,224,224,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,8,100m Freestyle,Men 15-99,00:00.00,20/01/2024 12:28:00,181,169,/LeagueTable/AthleticsDisciplineResults/44119?isModal=True,1,1,169,2024-01-20 00:00:00,2024,12:28:00,Passed,31,Ron Morgulis,2006,Maccabbi Weisgal,17,7,00:56.99,557,Direct Finals
173,36,224,224,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,8,100m Freestyle,Men 15-99,00:00.00,20/01/2024 12:28:00,181,169,/LeagueTable/AthleticsDisciplineResults/44119?isModal=True,1,1,169,2024-01-20 00:00:00,2024,12:28:00,Passed,37,Eran Grubman,2007,Maccabbi Weisgal,17,0,00:57.59,540,Direct Finals
174,48,224,224,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,8,100m Freestyle,Men 15-99,00:00.00,20/01/2024 12:28:00,181,169,/LeagueTable/AthleticsDisciplineResults/44119?isModal=True,1,1,169,2024-01-20 00:00:00,2024,12:28:00,Passed,49,Ariel Alon,2009,Maccabbi Weisgal,11,6,00:59.04,501,Direct Finals
175,60,224,224,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,8,100m Freestyle,Men 15-99,00:00.00,20/01/2024 12:28:00,181,169,/LeagueTable/AthleticsDisciplineResults/44119?isModal=True,1,1,169,2024-01-20 00:00:00,2024,12:28:00,Passed,61,Matan Epshtein,2009,Maccabbi Weisgal,7,2,01:00.34,469,Direct Finals
176,7,225,225,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,9,200m Butterfly,Women 14-99,00:00.00,20/01/2024 13:00:00,29,27,/LeagueTable/AthleticsDisciplineResults/44123?isModal=True,1,1,27,2024-01-20 00:00:00,2024,13:00:00,Passed,8,Ellah Manna,2009,Maccabbi Weisgal,2,4,02:39.46,445,Direct Finals
177,15,226,226,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9963,10,200m Butterfly,Men 15-99,00:00.00,20/01/2024 13:12:00,45,38,/LeagueTable/AthleticsDisciplineResults/44118?isModal=True,1,1,38,2024-01-20 00:00:00,2024,13:12:00,Passed,16,Ariel Alon,2009,Maccabbi Weisgal,3,3,02:26.72,429,Direct Finals
178,25,229,229,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9961,3,100m Backstroke,Women 14-99,00:00.00,19/01/2024 11:20:00,75,74,/LeagueTable/AthleticsDisciplineResults/44095?isModal=True,1,1,74,2024-01-19 00:00:00,2024,11:20:00,Passed,26,Lior Rozenboim,2008,Maccabbi Weisgal,6,6,01:17.61,405,Direct Finals
179,57,230,230,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9961,4,100m Backstroke,Men 15-99,00:00.00,19/01/2024 11:36:00,106,102,/LeagueTable/AthleticsDisciplineResults/44090?isModal=True,1,1,102,2024-01-19 00:00:00,2024,11:36:00,Passed,58,Gilad Shushan,2009,Maccabbi Weisgal,7,1,01:09.75,410,Direct Finals
180,79,233,233,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9961,7,100m Freestyle,Women 14-99,00:00.00,19/01/2024 12:22:30,149,140,/LeagueTable/AthleticsDisciplineResults/44097?isModal=True,1,1,140,2024-01-19 00:00:00,2024,12:22:30,Passed,80,Lior Rozenboim,2008,Maccabbi Weisgal,7,0,01:10.49,394,Direct Finals
181,115,234,234,ליגה לנוער ובוגרים 2,comp.asp?compID=465,39,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/9961,8,100m Freestyle,Men 15-99,00:00.00,19/01/2024 12:45:00,206,204,/LeagueTable/AthleticsDisciplineResults/44092?isModal=True,1,1,204,2024-01-19 00:00:00,2024,12:45:00,Passed,116,Gilad Shushan,2009,Maccabbi Weisgal,6,2,01:01.98,433,Direct Finals
182,1,342,342,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,1,200m Individual Medley,Girls 12,03:20.00,02/02/2024 09:45:00,10,10,/LeagueTable/AthleticsDisciplineResults/44489?isModal=True,1,1,10,2024-02-02 00:00:00,2024,09:45:00,Passed,2,LIEL NIKOLAEV,2012,Maccabbi Weisgal,1,5,03:00.99,305,Preliminary
183,3,343,343,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,2,200m Individual Medley,Boys 12,03:15.00,02/02/2024 09:49:00,16,16,/LeagueTable/AthleticsDisciplineResults/44513?isModal=True,1,1,16,2024-02-02 00:00:00,2024,09:49:00,Passed,4,ronen pesin,2012,Maccabbi Weisgal,2,2,02:51.62,260,Preliminary
184,9,343,343,מוקדמות אליפות צעירים חלק א',comp.asp?compID=466,43,https://loglig.com:2053/LeagueTable/AthleticsDisciplines/10031,2,200m Individual Medley,Boys 12,03:15.00,02/02/2024 09:49:00,16,16,/LeagueTable/AthleticsDisciplineResults/44513?isModal=True,1,1,16,2024-02-02 00:00:00,2024,09:49:00,Passed,10,NITAY BEN YOSEF,2012,Maccabbi Weisgal,2,9,02:58.10,233,Preliminary
