Gender,Age,Event,Points,Time
Male,14,400m Freestyle,15,04:20.37
Male,14,800m Freestyle,15,09:01.75
Male,14,1500m Freestyle,15,17:11.33
Male,14,50m Breaststroke,15,00:31.63
Male,14,100m Breaststroke,15,01:09.35
Male,14,200m Breaststroke,15,02:30.98
Male,14,50m Butterfly,15,00:26.98
Male,14,100m Butterfly,15,01:00.29
Male,14,200m Butterfly,15,02:15.03
Male,14,50m Backstroke,15,00:29.09
Male,14,100m Backstroke,15,01:02.48
Male,14,200m Backstroke,15,02:15.90
Male,14,200m Individual Medley,15,02:17.32
Male,14,400m Individual Medley,15,04:52.73
Male,14,50m Freestyle,14,00:25.62
Male,14,100m Freestyle,14,00:56.35
Male,14,200m Freestyle,14,02:03.76
Male,14,400m Freestyle,14,04:24.11
Male,14,800m Freestyle,14,09:09.53
Male,14,1500m Freestyle,14,17:26.14
Male,14,50m Breaststroke,14,00:32.09
Male,14,100m Breaststroke,14,01:10.34
Male,14,200m Breaststroke,14,02:33.15
Male,14,50m Butterfly,14,00:27.37
Male,14,100m Butterfly,14,01:01.15
Male,14,200m Butterfly,14,02:16.97
Male,14,50m Backstroke,14,00:29.51
Male,14,100m Backstroke,14,01:03.38
Male,14,200m Backstroke,14,02:17.85
Male,14,200m Individual Medley,14,02:19.29
Male,14,400m Individual Medley,14,04:56.93
Male,14,50m Freestyle,13,00:25.98
Male,14,100m Freestyle,13,00:57.15
Male,14,200m Freestyle,13,02:05.51
Male,14,400m Freestyle,13,04:27.85
Male,14,800m Freestyle,13,09:17.30
Male,14,1500m Freestyle,13,17:40.94
Male,14,50m Breaststroke,13,00:32.54
Male,14,100m Breaststroke,13,01:11.34
Male,14,200m Breaststroke,13,02:35.32
Male,14,50m Butterfly,13,00:27.76
Male,14,100m Butterfly,13,01:02.02
Male,14,200m Butterfly,13,02:18.91
Male,14,50m Backstroke,13,00:29.93
Male,14,100m Backstroke,13,01:04.27
Male,14,200m Backstroke,13,02:19.80
Male,14,200m Individual Medley,13,02:21.27
Male,14,400m Individual Medley,13,05:01.13
Male,14,50m Freestyle,12,00:26.35
Male,14,100m Freestyle,12,00:57.94
Male,14,200m Freestyle,12,02:07.26
Male,14,400m Freestyle,12,04:31.58
Male,14,800m Freestyle,12,09:25.08
Male,14,1500m Freestyle,12,17:55.74
Male,14,50m Breaststroke,12,00:32.99
Male,14,100m Breaststroke,12,01:12.33
Male,14,200m Breaststroke,12,02:37.48
Male,14,50m Butterfly,12,00:28.14
Male,14,100m Butterfly,12,01:02.88
Male,14,200m Butterfly,12,02:20.85
Male,14,50m Backstroke,12,00:30.35
Male,14,100m Backstroke,12,01:05.17
Male,14,200m Backstroke,12,02:21.75
Male,14,200m Individual Medley,12,02:23.24
Male,14,400m Individual Medley,12,05:05.33
Male,14,50m Freestyle,11,00:26.71
Male,14,100m Freestyle,11,00:58.74
Male,14,200m Freestyle,11,02:09.01
Male,14,400m Freestyle,11,04:35.32
Male,14,800m Freestyle,11,09:32.85
Male,14,1500m Freestyle,11,18:10.55
Male,14,50m Breaststroke,11,00:33.45
Male,14,100m Breaststroke,11,01:13.33
Male,14,200m Breaststroke,11,02:39.65
Male,14,50m Butterfly,11,00:28.53
Male,14,100m Butterfly,11,01:03.75
Male,14,200m Butterfly,11,02:22.79
Male,14,50m Backstroke,11,00:30.76
Male,14,100m Backstroke,11,01:06.07
Male,14,200m Backstroke,11,02:23.71
Male,14,200m Individual Medley,11,02:25.21
Male,14,400m Individual Medley,11,05:09.53
Male,14,50m Freestyle,10,00:27.07
Male,14,100m Freestyle,10,00:59.54
Male,14,200m Freestyle,10,02:10.76
Male,14,400m Freestyle,10,04:39.06
Male,14,800m Freestyle,10,09:40.63
Male,14,1500m Freestyle,10,18:25.35
Male,14,50m Breaststroke,10,00:33.90
Male,14,100m Breaststroke,10,01:14.32
Male,14,200m Breaststroke,10,02:41.82
Male,14,50m Butterfly,10,00:28.92
Male,14,100m Butterfly,10,01:04.61
Male,14,200m Butterfly,10,02:24.73
Male,14,50m Backstroke,10,00:31.18
Male,14,100m Backstroke,10,01:06.96
Male,14,200m Backstroke,10,02:25.66
Male,14,200m Individual Medley,10,02:27.18
Male,14,400m Individual Medley,10,05:13.73
Male,14,50m Freestyle,9,00:27.43
Male,14,100m Freestyle,9,01:00.34
Male,14,200m Freestyle,9,02:12.51
Male,14,400m Freestyle,9,04:42.80
Male,14,800m Freestyle,9,09:48.41
Male,14,1500m Freestyle,9,18:40.15
Male,14,50m Breaststroke,9,00:34.36
Male,14,100m Breaststroke,9,01:15.32
Male,14,200m Breaststroke,9,02:43.98
Male,14,50m Butterfly,9,00:29.31
Male,14,100m Butterfly,9,01:05.48
Male,14,200m Butterfly,9,02:26.66
Male,14,50m Backstroke,9,00:31.60
Male,14,100m Backstroke,9,01:07.86
Male,14,200m Backstroke,9,02:27.61
Male,14,200m Individual Medley,9,02:29.15
Male,14,400m Individual Medley,9,05:17.94
Male,14,50m Freestyle,8,00:27.80
Male,14,100m Freestyle,8,01:01.13
Male,14,200m Freestyle,8,02:14.26
Male,14,400m Freestyle,8,04:46.53
Male,14,800m Freestyle,8,09:56.18
Male,14,1500m Freestyle,8,18:54.96
Male,14,50m Breaststroke,8,00:34.81
Male,14,100m Breaststroke,8,01:16.31
Male,14,200m Breaststroke,8,02:46.15
Male,14,50m Butterfly,8,00:29.69
Male,14,100m Butterfly,8,01:06.34
Male,14,200m Butterfly,8,02:28.60
Male,14,50m Backstroke,8,00:32.02
Male,14,100m Backstroke,8,01:08.76
Male,14,200m Backstroke,8,02:29.56
Male,14,200m Individual Medley,8,02:31.12
Male,14,400m Individual Medley,8,05:22.14
Male,14,50m Freestyle,7,00:28.16
Male,14,100m Freestyle,7,01:01.93
Male,14,200m Freestyle,7,02:16.01
Male,14,400m Freestyle,7,04:50.27
Male,14,800m Freestyle,7,10:03.96
Male,14,1500m Freestyle,7,19:09.76
Male,14,50m Breaststroke,7,00:35.26
Male,14,100m Breaststroke,7,01:17.31
Male,14,200m Breaststroke,7,02:48.32
Male,14,50m Butterfly,7,00:30.08
Male,14,100m Butterfly,7,01:07.21
Male,14,200m Butterfly,7,02:30.54
Male,14,50m Backstroke,7,00:32.43
Male,14,100m Backstroke,7,01:09.66
Male,14,200m Backstroke,7,02:31.51
Male,14,200m Individual Medley,7,02:33.09
Male,14,400m Individual Medley,7,05:26.34
Male,14,50m Freestyle,6,00:28.52
Male,14,100m Freestyle,6,01:02.73
Male,14,200m Freestyle,6,02:17.76
Male,14,400m Freestyle,6,04:54.01
Male,14,800m Freestyle,6,10:11.74
Male,14,1500m Freestyle,6,19:24.57
Male,14,50m Breaststroke,6,00:35.72
Male,14,100m Breaststroke,6,01:18.30
Male,14,200m Breaststroke,6,02:50.49
Male,14,50m Butterfly,6,00:30.47
Male,14,100m Butterfly,6,01:08.07
Male,14,200m Butterfly,6,02:32.48
Male,14,50m Backstroke,6,00:32.85
Male,14,100m Backstroke,6,01:10.55
Male,14,200m Backstroke,6,02:33.46
Male,14,200m Individual Medley,6,02:35.06
Male,14,400m Individual Medley,6,05:30.54
Male,14,50m Freestyle,5,00:28.88
Male,14,100m Freestyle,5,01:03.53
Male,14,200m Freestyle,5,02:19.52
Male,14,400m Freestyle,5,04:57.75
Male,14,800m Freestyle,5,10:19.51
Male,14,1500m Freestyle,5,19:39.37
Male,14,50m Breaststroke,5,00:36.17
Male,14,100m Breaststroke,5,01:19.30
Male,14,200m Breaststroke,5,02:52.65
Male,14,50m Butterfly,5,00:30.85
Male,14,100m Butterfly,5,01:08.94
Male,14,200m Butterfly,5,02:34.42
Male,14,50m Backstroke,5,00:33.27
Male,14,100m Backstroke,5,01:11.45
Male,14,200m Backstroke,5,02:35.41
Male,14,200m Individual Medley,5,02:37.03
Male,14,400m Individual Medley,5,05:34.74
Male,14,50m Freestyle,4,00:29.25
Male,14,100m Freestyle,4,01:04.32
Male,14,200m Freestyle,4,02:21.27
Male,14,400m Freestyle,4,05:01.48
Male,14,800m Freestyle,4,10:27.29
Male,14,1500m Freestyle,4,19:54.17
Male,14,50m Breaststroke,4,00:36.63
Male,14,100m Breaststroke,4,01:20.30
Male,14,200m Breaststroke,4,02:54.82
Male,14,50m Butterfly,4,00:31.24
Male,14,100m Butterfly,4,01:09.80
Male,14,200m Butterfly,4,02:36.36
Male,14,50m Backstroke,4,00:33.69
Male,14,100m Backstroke,4,01:12.35
Male,14,200m Backstroke,4,02:37.36
Male,14,200m Individual Medley,4,02:39.01
Male,14,400m Individual Medley,4,05:38.95
Male,14,50m Freestyle,3,00:29.61
Male,14,100m Freestyle,3,01:05.12
Male,14,200m Freestyle,3,02:23.02
Male,14,400m Freestyle,3,05:05.22
Male,14,800m Freestyle,3,10:35.06
Male,14,1500m Freestyle,3,20:08.98
Male,14,50m Breaststroke,3,00:37.08
Male,14,100m Breaststroke,3,01:21.29
Male,14,200m Breaststroke,3,02:56.99
Male,14,50m Butterfly,3,00:31.63
Male,14,100m Butterfly,3,01:10.67
Male,14,200m Butterfly,3,02:38.29
Male,14,50m Backstroke,3,00:34.10
Male,14,100m Backstroke,3,01:13.24
Male,14,200m Backstroke,3,02:39.31
Male,14,200m Individual Medley,3,02:40.98
Male,14,400m Individual Medley,3,05:43.15
Male,14,50m Freestyle,2,00:29.97
Male,14,100m Freestyle,2,01:05.92
Male,14,200m Freestyle,2,02:24.77
Male,14,400m Freestyle,2,05:08.96
Male,14,800m Freestyle,2,10:42.84
Male,14,1500m Freestyle,2,20:23.78
Male,14,50m Breaststroke,2,00:37.53
Male,14,100m Breaststroke,2,01:22.29
Male,14,200m Breaststroke,2,02:59.16
Male,14,50m Butterfly,2,00:32.02
Male,14,100m Butterfly,2,01:11.54
Male,14,200m Butterfly,2,02:40.23
Male,14,50m Backstroke,2,00:34.52
Male,14,100m Backstroke,2,01:14.14
Male,14,200m Backstroke,2,02:41.26
Male,14,200m Individual Medley,2,02:42.95
Male,14,400m Individual Medley,2,05:47.35
Male,14,50m Freestyle,1,00:30.33
Male,14,100m Freestyle,1,01:06.72
Male,14,200m Freestyle,1,02:26.52
Male,14,400m Freestyle,1,05:12.70
Male,14,800m Freestyle,1,10:50.62
Male,14,1500m Freestyle,1,20:38.58
Male,14,50m Breaststroke,1,00:37.99
Male,14,100m Breaststroke,1,01:23.28
Male,14,200m Breaststroke,1,03:01.32
Male,14,50m Butterfly,1,00:32.40
Male,14,100m Butterfly,1,01:12.40
Male,14,200m Butterfly,1,02:42.17
Male,14,50m Backstroke,1,00:34.94
Male,14,100m Backstroke,1,01:15.04
Male,14,200m Backstroke,1,02:43.21
Male,14,200m Individual Medley,1,02:44.92
Male,14,400m Individual Medley,1,05:51.55
Male,15,50m Freestyle,20,00:22.85
Male,15,100m Freestyle,20,00:50.05
Male,15,200m Freestyle,20,01:49.60
Male,15,400m Freestyle,20,03:54.06
Male,15,800m Freestyle,20,08:10.65
Male,15,1500m Freestyle,20,15:29.79
Male,15,50m Breaststroke,20,00:28.71
Male,15,100m Breaststroke,20,01:02.94
Male,15,200m Breaststroke,20,02:17.58
Male,15,50m Butterfly,20,00:24.44
Male,15,100m Butterfly,20,00:54.03
Male,15,200m Butterfly,20,02:01.28
Male,15,50m Backstroke,20,00:26.17
Male,15,100m Backstroke,20,00:56.42
Male,15,200m Backstroke,20,02:02.77
Male,15,200m Individual Medley,20,02:03.43
Male,15,400m Individual Medley,20,04:24.94
Male,15,50m Freestyle,19,00:23.21
Male,15,100m Freestyle,19,00:50.83
Male,15,200m Freestyle,19,01:51.30
Male,15,400m Freestyle,19,03:57.68
Male,15,800m Freestyle,19,08:18.23
Male,15,1500m Freestyle,19,15:44.17
Male,15,50m Breaststroke,19,00:29.16
Male,15,100m Breaststroke,19,01:03.92
Male,15,200m Breaststroke,19,02:19.71
Male,15,50m Butterfly,19,00:24.82
Male,15,100m Butterfly,19,00:54.86
Male,15,200m Butterfly,19,02:03.15
Male,15,50m Backstroke,19,00:26.58
Male,15,100m Backstroke,19,00:57.30
Male,15,200m Backstroke,19,02:04.67
Male,15,200m Individual Medley,19,02:05.34
Male,15,400m Individual Medley,19,04:29.03
Male,15,50m Freestyle,18,00:23.56
Male,15,100m Freestyle,18,00:51.60
Male,15,200m Freestyle,18,01:52.99
Male,15,400m Freestyle,18,04:01.30
Male,15,800m Freestyle,18,08:25.82
Male,15,1500m Freestyle,18,15:58.55
Male,15,50m Breaststroke,18,00:29.60
Male,15,100m Breaststroke,18,01:04.89
Male,15,200m Breaststroke,18,02:21.84
Male,15,50m Butterfly,18,00:25.20
Male,15,100m Butterfly,18,00:55.70
Male,15,200m Butterfly,18,02:05.03
Male,15,50m Backstroke,18,00:26.98
Male,15,100m Backstroke,18,00:58.17
Male,15,200m Backstroke,18,02:06.57
Male,15,200m Individual Medley,18,02:07.25
Male,15,400m Individual Medley,18,04:33.13
Male,15,50m Freestyle,17,00:23.91
Male,15,100m Freestyle,17,00:52.37
Male,15,200m Freestyle,17,01:54.68
Male,15,400m Freestyle,17,04:04.92
Male,15,800m Freestyle,17,08:33.41
Male,15,1500m Freestyle,17,16:12.93
Male,15,50m Breaststroke,17,00:30.04
Male,15,100m Breaststroke,17,01:05.86
Male,15,200m Breaststroke,17,02:23.97
Male,15,50m Butterfly,17,00:25.58
Male,15,100m Butterfly,17,00:56.54
Male,15,200m Butterfly,17,02:06.91
Male,15,50m Backstroke,17,00:27.38
Male,15,100m Backstroke,17,00:59.04
Male,15,200m Backstroke,17,02:08.47
Male,15,200m Individual Medley,17,02:09.16
Male,15,400m Individual Medley,17,04:37.23
Male,15,50m Freestyle,16,00:24.27
Male,15,100m Freestyle,16,00:53.15
Male,15,200m Freestyle,16,01:56.38
Male,15,400m Freestyle,16,04:08.54
Male,15,800m Freestyle,16,08:40.99
Male,15,1500m Freestyle,16,16:27.31
Male,15,50m Breaststroke,16,00:30.49
Male,15,100m Breaststroke,16,01:06.84
Male,15,200m Breaststroke,16,02:26.10
Male,15,50m Butterfly,16,00:25.96
Male,15,100m Butterfly,16,00:57.37
Male,15,200m Butterfly,16,02:08.78
Male,15,50m Backstroke,16,00:27.79
Male,15,100m Backstroke,16,00:59.92
Male,15,200m Backstroke,16,02:10.37
Male,15,200m Individual Medley,16,02:11.07
Male,15,400m Individual Medley,16,04:41.32
Male,15,50m Freestyle,15,00:24.62
Male,15,100m Freestyle,15,00:53.92
Male,15,200m Freestyle,15,01:58.07
Male,15,400m Freestyle,15,04:12.16
Male,15,800m Freestyle,15,08:48.58
Male,15,1500m Freestyle,15,16:41.68
Male,15,50m Breaststroke,15,00:30.93
Male,15,100m Breaststroke,15,01:07.81
Male,15,200m Breaststroke,15,02:28.22
Male,15,50m Butterfly,15,00:26.33
Male,15,100m Butterfly,15,00:58.21
Male,15,200m Butterfly,15,02:10.66
Male,15,50m Backstroke,15,00:28.19
Male,15,100m Backstroke,15,01:00.79
Male,15,200m Backstroke,15,02:12.27
Male,15,200m Individual Medley,15,02:12.98
Male,15,400m Individual Medley,15,04:45.42
Male,15,50m Freestyle,14,00:24.97
Male,15,100m Freestyle,14,00:54.70
Male,15,200m Freestyle,14,01:59.77
Male,15,400m Freestyle,14,04:15.78
Male,15,800m Freestyle,14,08:56.17
Male,15,1500m Freestyle,14,16:56.06
Male,15,50m Breaststroke,14,00:31.38
Male,15,100m Breaststroke,14,01:08.78
Male,15,200m Breaststroke,14,02:30.35
Male,15,50m Butterfly,14,00:26.71
Male,15,100m Butterfly,14,00:59.04
Male,15,200m Butterfly,14,02:12.53
Male,15,50m Backstroke,14,00:28.60
Male,15,100m Backstroke,14,01:01.66
Male,15,200m Backstroke,14,02:14.16
Male,15,200m Individual Medley,14,02:14.88
Male,15,400m Individual Medley,14,04:49.52
Male,15,50m Freestyle,13,00:25.33
Male,15,100m Freestyle,13,00:55.47
Male,15,200m Freestyle,13,02:01.46
Male,15,400m Freestyle,13,04:19.40
Male,15,800m Freestyle,13,09:03.76
Male,15,1500m Freestyle,13,17:10.44
Male,15,50m Breaststroke,13,00:31.82
Male,15,100m Breaststroke,13,01:09.76
Male,15,200m Breaststroke,13,02:32.48
Male,15,50m Butterfly,13,00:27.09
Male,15,100m Butterfly,13,00:59.88
Male,15,200m Butterfly,13,02:14.41
Male,15,50m Backstroke,13,00:29.00
Male,15,100m Backstroke,13,01:02.53
Male,15,200m Backstroke,13,02:16.06
Male,15,200m Individual Medley,13,02:16.79
Male,15,400m Individual Medley,13,04:53.61
Male,15,50m Freestyle,12,00:25.68
Male,15,100m Freestyle,12,00:56.24
Male,15,200m Freestyle,12,02:03.16
Male,15,400m Freestyle,12,04:23.02
Male,15,800m Freestyle,12,09:11.34
Male,15,1500m Freestyle,12,17:24.82
Male,15,50m Breaststroke,12,00:32.26
Male,15,100m Breaststroke,12,01:10.73
Male,15,200m Breaststroke,12,02:34.61
Male,15,50m Butterfly,12,00:27.47
Male,15,100m Butterfly,12,01:00.71
Male,15,200m Butterfly,12,02:16.28
Male,15,50m Backstroke,12,00:29.41
Male,15,100m Backstroke,12,01:03.41
Male,15,200m Backstroke,12,02:17.96
Male,15,200m Individual Medley,12,02:18.70
Male,15,400m Individual Medley,12,04:57.71
Male,15,50m Freestyle,11,00:26.03
Male,15,100m Freestyle,11,00:57.02
Male,15,200m Freestyle,11,02:04.85
Male,15,400m Freestyle,11,04:26.64
Male,15,800m Freestyle,11,09:18.93
Male,15,1500m Freestyle,11,17:39.20
Male,15,50m Breaststroke,11,00:32.71
Male,15,100m Breaststroke,11,01:11.70
Male,15,200m Breaststroke,11,02:36.73
Male,15,50m Butterfly,11,00:27.85
Male,15,100m Butterfly,11,01:01.55
Male,15,200m Butterfly,11,02:18.16
Male,15,50m Backstroke,11,00:29.81
Male,15,100m Backstroke,11,01:04.28
Male,15,200m Backstroke,11,02:19.86
Male,15,200m Individual Medley,11,02:20.61
Male,15,400m Individual Medley,11,05:01.81
Male,15,50m Freestyle,10,00:26.39
Male,15,100m Freestyle,10,00:57.79
Male,15,200m Freestyle,10,02:06.55
Male,15,400m Freestyle,10,04:30.26
Male,15,800m Freestyle,10,09:26.52
Male,15,1500m Freestyle,10,17:53.58
Male,15,50m Breaststroke,10,00:33.15
Male,15,100m Breaststroke,10,01:12.68
Male,15,200m Breaststroke,10,02:38.86
Male,15,50m Butterfly,10,00:28.22
Male,15,100m Butterfly,10,01:02.38
Male,15,200m Butterfly,10,02:20.03
Male,15,50m Backstroke,10,00:30.22
Male,15,100m Backstroke,10,01:05.15
Male,15,200m Backstroke,10,02:21.76
Male,15,200m Individual Medley,10,02:22.52
Male,15,400m Individual Medley,10,05:05.91
Male,15,50m Freestyle,9,00:26.74
Male,15,100m Freestyle,9,00:58.57
Male,15,200m Freestyle,9,02:08.24
Male,15,400m Freestyle,9,04:33.88
Male,15,800m Freestyle,9,09:34.11
Male,15,1500m Freestyle,9,18:07.95
Male,15,50m Breaststroke,9,00:33.60
Male,15,100m Breaststroke,9,01:13.65
Male,15,200m Breaststroke,9,02:40.99
Male,15,50m Butterfly,9,00:28.60
Male,15,100m Butterfly,9,01:03.22
Male,15,200m Butterfly,9,02:21.91
Male,15,50m Backstroke,9,00:30.62
Male,15,100m Backstroke,9,01:06.02
Male,15,200m Backstroke,9,02:23.66
Male,15,200m Individual Medley,9,02:24.43
Male,15,400m Individual Medley,9,05:10.00
Male,15,50m Freestyle,8,00:27.09
Male,15,100m Freestyle,8,00:59.34
Male,15,200m Freestyle,8,02:09.94
Male,15,400m Freestyle,8,04:37.49
Male,15,800m Freestyle,8,09:41.69
Male,15,1500m Freestyle,8,18:22.33
Male,15,50m Breaststroke,8,00:34.04
Male,15,100m Breaststroke,8,01:14.62
Male,15,200m Breaststroke,8,02:43.12
Male,15,50m Butterfly,8,00:28.98
Male,15,100m Butterfly,8,01:04.05
Male,15,200m Butterfly,8,02:23.78
Male,15,50m Backstroke,8,00:31.03
Male,15,100m Backstroke,8,01:06.90
Male,15,200m Backstroke,8,02:25.56
Male,15,200m Individual Medley,8,02:26.34
Male,15,400m Individual Medley,8,05:14.10
Male,15,50m Freestyle,7,00:27.45
Male,15,100m Freestyle,7,01:00.11
Male,15,200m Freestyle,7,02:11.63
Male,15,400m Freestyle,7,04:41.11
Male,15,800m Freestyle,7,09:49.28
Male,15,1500m Freestyle,7,18:36.71
Male,15,50m Breaststroke,7,00:34.48
Male,15,100m Breaststroke,7,01:15.60
Male,15,200m Breaststroke,7,02:45.24
Male,15,50m Butterfly,7,00:29.36
Male,15,100m Butterfly,7,01:04.89
Male,15,200m Butterfly,7,02:25.66
Male,15,50m Backstroke,7,00:31.43
Male,15,100m Backstroke,7,01:07.77
Male,15,200m Backstroke,7,02:27.45
Male,15,200m Individual Medley,7,02:28.25
Male,15,400m Individual Medley,7,05:18.20
Male,15,50m Freestyle,6,00:27.80
Male,15,100m Freestyle,6,01:00.89
Male,15,200m Freestyle,6,02:13.33
Male,15,400m Freestyle,6,04:44.73
Male,15,800m Freestyle,6,09:56.87
Male,15,1500m Freestyle,6,18:51.09
Male,15,50m Breaststroke,6,00:34.93
Male,15,100m Breaststroke,6,01:16.57
Male,15,200m Breaststroke,6,02:47.37
Male,15,50m Butterfly,6,00:29.74
Male,15,100m Butterfly,6,01:05.73
Male,15,200m Butterfly,6,02:27.54
Male,15,50m Backstroke,6,00:31.84
Male,15,100m Backstroke,6,01:08.64
Male,15,200m Backstroke,6,02:29.35
Male,15,200m Individual Medley,6,02:30.15
Male,15,400m Individual Medley,6,05:22.29
Male,15,50m Freestyle,5,00:28.15
Male,15,100m Freestyle,5,01:01.66
Male,15,200m Freestyle,5,02:15.02
Male,15,400m Freestyle,5,04:48.35
Male,15,800m Freestyle,5,10:04.45
Male,15,1500m Freestyle,5,19:05.47
Male,15,50m Breaststroke,5,00:35.37
Male,15,100m Breaststroke,5,01:17.54
Male,15,200m Breaststroke,5,02:49.50
Male,15,50m Butterfly,5,00:30.11
Male,15,100m Butterfly,5,01:06.56
Male,15,200m Butterfly,5,02:29.41
Male,15,50m Backstroke,5,00:32.24
Male,15,100m Backstroke,5,01:09.51
Male,15,200m Backstroke,5,02:31.25
Male,15,200m Individual Medley,5,02:32.06
Male,15,400m Individual Medley,5,05:26.39
Male,15,50m Freestyle,4,00:28.51
Male,15,100m Freestyle,4,01:02.44
Male,15,200m Freestyle,4,02:16.72
Male,15,400m Freestyle,4,04:51.97
Male,15,800m Freestyle,4,10:12.04
Male,15,1500m Freestyle,4,19:19.85
Male,15,50m Breaststroke,4,00:35.82
Male,15,100m Breaststroke,4,01:18.52
Male,15,200m Breaststroke,4,02:51.63
Male,15,50m Butterfly,4,00:30.49
Male,15,100m Butterfly,4,01:07.40
Male,15,200m Butterfly,4,02:31.29
Male,15,50m Backstroke,4,00:32.65
Male,15,100m Backstroke,4,01:10.39
Male,15,200m Backstroke,4,02:33.15
Male,15,200m Individual Medley,4,02:33.97
Male,15,400m Individual Medley,4,05:30.49
Male,15,50m Freestyle,3,00:28.86
Male,15,100m Freestyle,3,01:03.21
Male,15,200m Freestyle,3,02:18.41
Male,15,400m Freestyle,3,04:55.59
Male,15,800m Freestyle,3,10:19.63
Male,15,1500m Freestyle,3,19:34.22
Male,15,50m Breaststroke,3,00:36.26
Male,15,100m Breaststroke,3,01:19.49
Male,15,200m Breaststroke,3,02:53.75
Male,15,50m Butterfly,3,00:30.87
Male,15,100m Butterfly,3,01:08.23
Male,15,200m Butterfly,3,02:33.16
Male,15,50m Backstroke,3,00:33.05
Male,15,100m Backstroke,3,01:11.26
Male,15,200m Backstroke,3,02:35.05
Male,15,200m Individual Medley,3,02:35.88
Male,15,400m Individual Medley,3,05:34.58
Male,15,50m Freestyle,2,00:29.21
Male,15,100m Freestyle,2,01:03.98
Male,15,200m Freestyle,2,02:20.11
Male,15,400m Freestyle,2,04:59.21
Male,15,800m Freestyle,2,10:27.22
Male,15,1500m Freestyle,2,19:48.60
Male,15,50m Breaststroke,2,00:36.70
Male,15,100m Breaststroke,2,01:20.46
Male,15,200m Breaststroke,2,02:55.88
Male,15,50m Butterfly,2,00:31.25
Male,15,100m Butterfly,2,01:09.07
Male,15,200m Butterfly,2,02:35.04
Male,15,50m Backstroke,2,00:33.46
Male,15,100m Backstroke,2,01:12.13
Male,15,200m Backstroke,2,02:36.95
Male,15,200m Individual Medley,2,02:37.79
Male,15,400m Individual Medley,2,05:38.68
Male,15,50m Freestyle,1,00:29.57
Male,15,100m Freestyle,1,01:04.76
Male,15,200m Freestyle,1,02:21.80
Male,15,400m Freestyle,1,05:02.83
Male,15,800m Freestyle,1,10:34.80
Male,15,1500m Freestyle,1,20:02.98
Male,15,50m Breaststroke,1,00:37.15
Male,15,100m Breaststroke,1,01:21.44
Male,15,200m Breaststroke,1,02:58.01
Male,15,50m Butterfly,1,00:31.63
Male,15,100m Butterfly,1,01:09.90
Male,15,200m Butterfly,1,02:36.91
Male,15,50m Backstroke,1,00:33.86
Male,15,100m Backstroke,1,01:13.00
Male,15,200m Backstroke,1,02:38.85
Male,15,200m Individual Medley,1,02:39.70
Male,15,400m Individual Medley,1,05:42.78
Male,16,50m Freestyle,20,00:22.58
Male,16,100m Freestyle,20,00:49.50
Male,16,200m Freestyle,20,01:48.16
Male,16,400m Freestyle,20,03:49.68
Male,16,800m Freestyle,20,07:57.38
Male,16,1500m Freestyle,20,15:09.54
Male,16,50m Breaststroke,20,00:28.28
Male,16,100m Breaststroke,20,01:01.60
Male,16,200m Breaststroke,20,02:13.68
Male,16,50m Butterfly,20,00:23.98
Male,16,100m Butterfly,20,00:52.98
Male,16,200m Butterfly,20,01:59.14
Male,16,50m Backstroke,20,00:25.51
Male,16,100m Backstroke,20,00:55.15
Male,16,200m Backstroke,20,02:00.42
Male,16,200m Individual Medley,20,02:02.06
Male,16,400m Individual Medley,20,04:19.49
Male,16,50m Freestyle,19,00:22.93
Male,16,100m Freestyle,19,00:50.26
Male,16,200m Freestyle,19,01:49.84
Male,16,400m Freestyle,19,03:53.23
Male,16,800m Freestyle,19,08:04.76
Male,16,1500m Freestyle,19,15:23.60
Male,16,50m Breaststroke,19,00:28.71
Male,16,100m Breaststroke,19,01:02.56
Male,16,200m Breaststroke,19,02:15.74
Male,16,50m Butterfly,19,00:24.35
Male,16,100m Butterfly,19,00:53.80
Male,16,200m Butterfly,19,02:00.98
Male,16,50m Backstroke,19,00:25.91
Male,16,100m Backstroke,19,00:56.01
Male,16,200m Backstroke,19,02:02.28
Male,16,200m Individual Medley,19,02:03.95
Male,16,400m Individual Medley,19,04:23.51
Male,16,50m Freestyle,18,00:23.28
Male,16,100m Freestyle,18,00:51.03
Male,16,200m Freestyle,18,01:51.51
Male,16,400m Freestyle,18,03:56.78
Male,16,800m Freestyle,18,08:12.14
Male,16,1500m Freestyle,18,15:37.67
Male,16,50m Breaststroke,18,00:29.15
Male,16,100m Breaststroke,18,01:03.51
Male,16,200m Breaststroke,18,02:17.81
Male,16,50m Butterfly,18,00:24.72
Male,16,100m Butterfly,18,00:54.62
Male,16,200m Butterfly,18,02:02.82
Male,16,50m Backstroke,18,00:26.30
Male,16,100m Backstroke,18,00:56.86
Male,16,200m Backstroke,18,02:04.14
Male,16,200m Individual Medley,18,02:05.84
Male,16,400m Individual Medley,18,04:27.52
Male,16,50m Freestyle,17,00:23.63
Male,16,100m Freestyle,17,00:51.80
Male,16,200m Freestyle,17,01:53.18
Male,16,400m Freestyle,17,04:00.33
Male,16,800m Freestyle,17,08:19.52
Male,16,1500m Freestyle,17,15:51.74
Male,16,50m Breaststroke,17,00:29.59
Male,16,100m Breaststroke,17,01:04.46
Male,16,200m Breaststroke,17,02:19.88
Male,16,50m Butterfly,17,00:25.09
Male,16,100m Butterfly,17,00:55.44
